1_name_b;n/a
1_name_lt;Escarcha
1_name_sa;TEST
1_tooltip_lt;Al comienzo del turno de su propietario, inflige {Damage} de daño a la unidad con mayor poder de esta fila.
10_name_b;Ignore.
10_name_sa;Ignore.
100_fluff;En el continente, no todos deciden seguir a reyes, reinas, duques y emperadores. Sin embargo, eso no significa que no se los pueda persuadir con una bolsa llena de monedas. A fin de cuentas, todo el mundo tiene un precio.
100_name;Neutral
101_fluff;Legiones de monstruos repulsivos, del alghul al zeugl. Todos tiemblan ante ellos, norteños y nilfgaardianos por igual.
101_name;Monstruos
102_fluff;El poderoso imperio nilfgaardiano no se detendrá hasta que sus estandartes de negro y oro ondeen sobre todo el continente. Si nos guiamos por los últimos años, puede que lo consigan más temprano que tarde.
102_name;Nilfgaard
1024_name_lt;Sueño del dragón
1024_tooltip_lt;Al comienzo del turno de su propietario, cuando el temporizador acaba, inflige {Damage} de daño a todas las unidades de esta fila.
103_fluff;Reinos, ducados, marcas... Los territorios del Norte son numerosos y variados. Sin embargo, no tienen tiempo para luchar entre sí, pues el poderío del imperio nilfgaardiano acapara toda su atención.
103_name;Reinos del Norte
104_fluff;Rebeldes que luchan por los derechos de los no humanos. No se detendrán ante nada para lograr su objetivo, convirtiendo los bosques del continente en campos de batalla... y cementerios.
104_name;Scoia'tael
105_fluff;Fieros guerreros que no temen ni a la muerte ni al frío. No obstante, tienen grandes debilidades: el hidromiel, las canciones y los revolcones en el heno.
105_name;Skellige
106_fluff;Ignore.
106_name;Ignore.
11_name_b;Ignore.
11_name_sa;Ignore.
112101_fluff;Yo voy donde me apetece, cuando me apetece.
112101_name;Ciri
112101_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a {MaxTargets} unidades enemigas.\nCada vez que pierdas una ronda, devuelve esta unidad a tu mano.
112102_fluff;Un chasquido de los dedos de un brujo puede encender una lámpara… o carbonizar a un enemigo.
112102_name;Geralt: Igni
112102_tooltip;<keyword=deploy>Despliegue</keyword>: destruye las unidades superiores de una fila enemiga con un poder total de {Power2} o más.\n<keyword=initiative>Iniciativa</keyword>: destruye las unidades superiores de una fila enemiga con un poder total de {Power} o más en su lugar.
112103_fluff;Si eso es lo que hace falta para salvar el mundo, es mejor dejar que sucumba.
112103_name;Geralt de Rivia
112103_tooltip;<keyword=deploy>Despliegue</keyword>: destruye una unidad enemiga con {power} de poder o más.
112104_fluff;Algunos me consideran un monstruo. Un engendro salvaje y sediento de sangre.
112104_name;Regis
112104_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a todas las unidades de una fila enemiga.\n<keyword=initiative>Iniciativa</keyword>: si destruye alguna, repite esta habilidad.
112105_fluff;Se hace invisible a voluntad. Su mirada induce un profundo sueño. Luego bebe hasta hartarse, se convierte en murciélago y se larga volando. Menuda grosería.
112105_name;Regis: Superior
