1_name_b;n/a
1_name_lt;Мороз
1_name_sa;TEST
1_tooltip_lt;В начале хода игрока, на чьей стороне поля находится этот эффект, нанесите {Damage} ед. урона сильнейшему отряду в этом ряду.
10_name_b;Ignore.
10_name_sa;Ignore.
100_fluff;Некоторые жители континента не признают никаких властителей. Впрочем, это не означает, что их нельзя купить. У каждого своя цена.
100_name;Нейтральные карты
101_fluff;Легион отвратительных монстров, от альгуля до риггера. Перед ними дрожат как северяне, так и нильфгаардцы.
101_name;Чудовища
102_fluff;Могущественная Нильфгаардская империя не остановится, пока не завоюет весь континент. Судя по последним событиям, это случится совсем скоро.
102_name;Нильфгаард
1024_name_lt;Сон дракона
1024_tooltip_lt;Когда истечет таймер, в начале хода игрока, на чьей стороне поля находится этот эффект, нанесите по {Damage} ед. урона всем отрядам в этом ряду.
103_fluff;Королевства, княжества, марки... Север поделен на десятки владений, которые не воюют друг с другом только потому, что все вместе воюют с Нильфгаардом.
103_name;Королевства Севера
104_fluff;Борцы за права нелюдей, которые не остановятся ни перед чем для достижения своих целей. Они превратили леса континента в поля битвы — и кладбища.
104_name;Скоя'таэли
105_fluff;Воины, которые не чувствуют ни страха, ни холода... зато питают великую слабость к меду, песням и телесным утехам.
105_name;Скеллиге
106_fluff;Ignore.
106_name;Ignore.
11_name_b;Ignore.
11_name_sa;Ignore.
112101_fluff;А я могу идти где хочу и когда хочу.
112101_name;Цири
112101_tooltip;<keyword=deploy>Размещение</keyword>: нанесите по {Damage} ед. урона {MaxTargets} вражеским отрядам.\nВозвращайте этот отряд с поля в вашу руку каждый раз, когда проигрываете раунд.
112102_fluff;Многие пренебрегали ведьмачьими Знаками. Почувствовав на своей шкуре мощь Игни, они быстро меняли свое мнение.
112102_name;Геральт: Игни
112102_tooltip;<keyword=deploy>Размещение</keyword>: уничтожьте сильнейшие отряды в ряду противника, если общая сила ряда не меньше {Power2} ед.\n<keyword=initiative>Инициатива</keyword>: вместо этого уничтожьте сильнейшие отряды в ряду противника, если общая сила ряда не меньше {Power} ед.
