1_name_b;n/a
1_name_lt;Gelo
1_name_sa;TEST
1_tooltip_lt;All'inizio del turno del possessore, danneggia di {Damage} l'unità più forte di questa fila.
10_name_b;Ignore.
10_name_sa;Ignore.
100_fluff;Non tutti gli abitanti del Continente scelgono di seguire re, regine, duchi e imperatori. Questo non significa che tali individui non possano essere persuasi con una borsa piena di monete. Tutto e tutti hanno un prezzo.
100_name;Neutrale
101_fluff;Legioni di mostri orripilanti, dagli alghoul agli zeugl. Tutti tremano dinanzi a loro, dagli abitanti del Nord ai nilfgaardiani.
101_name;Mostri
102_fluff;Il potente impero nilfgaardiano non si fermerà finché i suoi stendardi neri e dorati non sventoleranno sull'intero Continente. E a giudicare da com'è andata negli ultimi anni, potrebbe essere vicino a riuscirci.
102_name;Nilfgaard
1024_name_lt;Sogno di drago
1024_tooltip_lt;All'inizio del turno del possessore, quando il timer scende a zero, danneggia di {Damage} tutte le unità di questa fila.
103_fluff;Regni, ducati, marche... i territori del Nord sono vari e vasti. Tuttavia, non hanno tempo di combattersi tra loro, poiché la minaccia dell'impero nilfgaardiano necessita della loro massima attenzione.
103_name;Regni Settentrionali
104_fluff;Ribelli che combattono per i diritti dei non-umani. Non si fermeranno dinanzi a nulla per ottenerli, anche a costo di trasformare le foreste del Continente in campi di battaglia... e cimiteri.
104_name;Scoia'tael
105_fluff;Fieri guerrieri che non temono né la morte né il freddo. Ma questo non significa che non abbiano un debole per qualcosa. Nella fattispecie, birra, canzoni e caldi giacigli di fieno in dolce compagnia.
105_name;Skellige
106_fluff;Ignore.
106_name;Ignore.
11_name_b;Ignore.
11_name_sa;Ignore.
112101_fluff;Posso andare dove voglio, quando voglio.
112101_name;Ciri
112101_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia {MaxTargets} unità nemiche di {Damage}.\nOgni volta che perdi un round, riprendi in mano questa unità.
112102_fluff;Con uno schiocco di dita un witcher può accendere una lampada... o incenerire un nemico.
112102_name;Geralt: Igni
112102_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge le unità più forti di una fila nemica con un totale di almeno {Power2} di forza.\n<keyword=initiative>Iniziativa</keyword>: distrugge le unità più forti di una fila nemica con un totale di almeno {Power} di forza.
112103_fluff;Se è ciò che serve per salvare il mondo, allora è meglio che il mondo finisca.
112103_name;Geralt di Rivia
112103_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge un'unità nemica con almeno {power} di forza.
112104_fluff;Alcuni mi considerano un mostro. Un mostro selvaggio e assetato di sangue.
112104_name;Regis
112104_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} tutte le unità di una fila nemica.\n<keyword=initiative>Iniziativa</keyword>: se almeno una di esse viene distrutta, ripeti l'abilità.
112105_fluff;Può rendersi invisibile. Il suo sguardo induce sonni profondi. Beve fino a saziarsi, poi si trasforma in pipistrello e vola via. Semplice, no?
112105_name;Regis: vampiro antico
112105_tooltip;<keyword=order>Ordine</keyword> (<keyword=melee>Prima fila</keyword>): <keyword=drain>prosciuga</keyword> un nemico di un valore pari al suo potenziamento.
112106_fluff;Posso farcela da sola. Fidati.
112106_name;Triss Merigold
112106_tooltip;<keyword=deploy>Schieramento</keyword> (<keyword=ranged>Retrovie</keyword>): <keyword=reveal>svela</keyword> un'unità casuale del tuo mazzo e danneggia un'unità nemica di un valore pari alla relativa forza.
112107_fluff;Si fa chiamare Borkh Tre-Fringuelli. Non è bravo con i nomi.
112107_name;Villentretenmerth
112107_tooltip;Dopo {Counter} turni alleati, alla fine del turno, distrugge l'unità più forte in campo escludendo questa carta.
112108_fluff;La magia è caos, arte e scienza. È maledizione, benedizione e progresso.
112108_name;Yennefer di Vengerberg
112108_tooltip;<keyword=deploy>Schieramento</keyword> (<keyword=melee>Prima fila</keyword>): danneggia di {Damage} tutte le altre unità. \n<keyword=deploy>Schieramento</keyword> (<keyword=ranged>Retrovie</keyword>): potenzia di {Boost} tutte le altre unità.
112109_fluff;Chiedo scusa. Il mio animaletto esotico è un uccello sveglio, ma privo di pudore. Ho pagato dieci talleri per questa bellezza.
112109_name;Zoltan: furfante
