1_name_b;n/a
1_name_lt;Givre
1_name_sa;TEST
1_tooltip_lt;Au début du tour de son propriétaire, infligez {Damage} point(s) de dégâts à l'unité disposant de la force la plus élevée sur cette ligne.
10_name_b;Ignore.
10_name_sa;Ignore.
100_fluff;Certains sur le continent n'ont que faire des rois, des reines, des ducs et des empereurs. Cela ne veut cependant pas dire qu'ils se montreront insensibles à l'appel d'une bourse bien remplie. Tout le monde a un prix, après tout.
100_name;Neutre
101_fluff;Des légions entières de monstres infâmes, de l'algoule au zeugle. Du continent jusqu'au Nilfgaard, tous tremblent devant eux.
101_name;Monstres
102_fluff;Le puissant empire du Nilfgaard ne s'arrêtera pas tant que ses étendards noir et or ne couvriront pas tout le continent. Et si on se fie aux événements des dernières années, ils risquent bien d'y parvenir.
102_name;Nilfgaard
1024_name_lt;Rêve de dragon
1024_tooltip_lt;Au début du tour de son propriétaire, quand le décompte prend fin, infligez {Damage} point(s) de dégâts à toutes les unités sur cette ligne.
103_fluff;Royaumes, duchés, marches… Les territoires du Nord sont nombreux, et variés. Ils n'ont cependant pas le loisir de se disputer, car le puissant empire du Nilfgaard requiert toute leur attention.
103_name;Royaumes du Nord
104_fluff;Des rebelles luttant pour les droits des non-humains. Ils ne reculent devant rien pour défendre leurs idéaux, quitte à transformer les forêts du continent en champs de bataille… et en cimetières.
104_name;Scoia'tael
105_fluff;De féroces guerriers ne craignant ni le froid, ni la mort. Leurs faiblesses, pourtant, sont connues : l'hydromel, les chansons, et les parties de jambes en l'air.
105_name;Skellige
106_fluff;Ignore.
106_name;Ignore.
11_name_b;Ignore.
11_name_sa;Ignore.
112101_fluff;Moi, je vais où je veux, quand je veux.
112101_name;Ciri
112101_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à {MaxTargets} unité(s) ennemie(s).\nChaque fois que vous perdez une manche, replacez la présente unité dans votre main.
112102_fluff;D'un geste de la main, un sorceleur peut allumer une lampe… ou carboniser un ennemi.
112102_name;Geralt : Igni
112102_tooltip;<keyword=deploy>Déploiement</keyword> : détruisez les unités disposant de la force la plus élevée sur une ligne ennemie ayant une force totale de {Power2} ou plus.\n<keyword=initiative>Initiative</keyword> : détruisez les unités disposant de la force la plus élevée sur une ligne ennemie ayant une force totale de {Power} ou plus à la place.
112103_fluff;À choisir entre deux maux, je préfère ne pas choisir du tout.
112103_name;Geralt de Riv
112103_tooltip;<keyword=deploy>Déploiement</keyword> : détruisez une unité ennemie disposant d'une force de {power} ou plus.
112104_fluff;Je passe pour un monstre. Un monstre buveur de sang.
112104_name;Regis
112104_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à toutes les unités sur une ligne ennemie.\n<keyword=initiative>Initiative</keyword> : si une unité est détruite, répétez cette capacité.
