1_name_b;n/a
1_name_lt;Mróz
1_name_sa;TEST
1_tooltip_lt;Na początku tury właściciela zadaj najsilniejszej jednostce w tym rzędzie {Damage} pkt obrażeń.
10_name_b;Ignore.
10_name_sa;Ignore.
100_fluff;Niektórzy mieszkańcy Kontynentu nie uznają zwierzchnictwa żadnego z władców… Co nie znaczy, że nie można ich przekupić. Każdy ma swoją cenę.
100_name;Neutralne
101_fluff;Legion ohydnych kreatur, od alghula po zeugla. Drży przed nimi zarówno Północ, jak i Nilfgaard.
101_name;Potwory
102_fluff;Potężne Cesarstwo Nilfgaardu nie zatrzyma się, póki nie podbije całego Kontynentu. Patrząc na wydarzenia ostatnich lat, stanie się to wkrótce.
102_name;Nilfgaard
1024_name_lt;Smoczy Sen
1024_tooltip_lt;Na początku tury właściciela, kiedy licznik wygaśnie, zadaj wszystkim jednostkom w tym rzędzie {Damage} pkt obrażeń.
103_fluff;Królestwa, księstwa, marchie… Północ podzielona jest na tuziny państewek, które nie walczą ze sobą tylko dlatego, że akurat wojują z Nilfgaardem.
103_name;Królestwa Północy
104_fluff;Bojownicy o prawa nieludzi, którzy nie cofną się przed niczym, żeby osiągnąć swój cel. Uczyniły z lasów Kontynentu krwawe pole bitwy – i cmentarz.
104_name;Scoia'Tael
105_fluff;Wojowie, którzy nie czują strachu ani zimna… Przejawiają za to wielką słabość do miodu, pieśni i cielesnych uciech.
105_name;Skellige
106_fluff;Ignore.
106_name;Ignore.
11_name_b;Ignore.
11_name_sa;Ignore.
112101_fluff;Ja mogę iść, gdzie chcę i kiedy chcę.
112101_name;Ciri
112101_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj {MaxTargets} wrogim jednostkom {Damage} pkt obrażeń.\nZa każdym razem, gdy przegrasz rundę, cofnij tę jednostkę do swojej ręki.
112102_fluff;Było wielu takich, którzy lekceważyli wiedźmińską magię. Każdy, kto poczuł na swojej skórze Znak Igni, szybko zmienił zdanie na ten temat.
112102_name;Geralt: Igni
112102_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zniszcz jednostki o największej sile w rzędzie przeciwnika, jeśli całkowita siła tego rzędu wynosi {Power2} lub więcej.\n<keyword=initiative>Inicjatywa</keyword>: Zamiast tego zniszcz jednostki o największej sile w rzędzie przeciwnika, jeśli całkowita siła tego rzędu wynosi {Power} lub więcej.
112103_fluff;Jeżeli mam wybierać pomiędzy jednym złem a drugim, to wolę nie wybierać wcale.
112103_name;Geralt z Rivii
112103_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zniszcz wrogą jednostkę o sile {power} lub większej.
112104_fluff;Uchodzę, delikatnie mówiąc, za potwora. Za krwiożercze monstrum.
112104_name;Regis
112104_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wszystkim jednostkom w rzędzie przeciwnika {Damage} pkt obrażeń.\n<keyword=initiative>Inicjatywa</keyword>: Jeżeli któraś z tych jednostek została zniszczona, powtórz umiejętność rozmieszczenia.
112105_fluff;Może, gdy tylko zechce, stać się niewidzialny. Może spojrzeniem zauroczyć, wprawić w głęboki sen. Przybierać postać nietoperza i latać jak nietoperz.
112105_name;Regis: Wampir Wyższy
112105_tooltip;<keyword=order>Rozkaz</keyword> (<keyword=melee>Bliskie starcie</keyword>): <keyword=drain>Wykradnij</keyword> wrogiej jednostce jej wzmocnienie.
112106_fluff;Potrafię o siebie zadbać. Wierz mi.
112106_name;Triss Merigold
112106_tooltip;<keyword=deploy>Rozmieszczenie</keyword> (<keyword=ranged>daleki zasięg</keyword>): <keyword=reveal>Ujawnij</keyword> losową jednostkę ze swojej talii i zadaj wrogiej jednostce obrażenia równe jej sile.
112107_fluff;Było w tym stworzeniu coś pełnego niewysłowionej gracji.
112107_name;Villentretenmerth
112107_tooltip;Po {Counter} sojuszniczych turach, na koniec tury, zniszcz najsilniejszą jednostkę na polu bitwy (nie licząc tej jednostki).
112108_fluff;Odziana w kompozycję czerni i bieli, przywodziła na myśl grudniowy poranek.
112108_name;Yennefer z Vengerbergu
112108_tooltip;<keyword=deploy>Rozmieszczenie</keyword> (<keyword=melee>bliskie starcie</keyword>): Zadaj wszystkim innym jednostkom {Damage} pkt obrażeń.\n<keyword=deploy>Rozmieszczenie</keyword> (<keyword=ranged>daleki zasięg</keyword>): Wzmocnij wszystkie inne jednostki o {Boost}.
112109_fluff;Wybaczcie. Mądre to zamorskie ptaszysko, ale nieobyczajne. Dziesięć talarów za cudaka dałem.
