1_name_b;n/a
1_name_lt;霜
1_name_sa;TEST
1_tooltip_lt;拥有者回合开始时，对所在排上战力最高的单位造成 {Damage} 点伤害。
10_name_b;Ignore.
10_name_sa;Ignore.
100_fluff;不是所有的大陆都选择接受国王、女王、公爵和皇帝的统治。但这并不代表他们不会为金钱所动。毕竟那个年代，没人是无价的。
100_name;中立
101_fluff;从巨食尸鬼到触手巨怪，可怖的怪兽组成的军团无不令人胆寒，无论是北境人还是尼弗迦德人。
101_name;怪兽
102_fluff;尼弗迦德帝国的铁骑不将黑金旗插满整个世界就绝不会停歇。如果这几年的战况能作为征兆，那么他们距离成功只是迟早的事。
102_name;尼弗迦德
1024_name_lt;龙之梦
1024_tooltip_lt;拥有者回合开始时，倒计时结束后，对所在排上的所有单位造成 {Damage} 点伤害。
103_fluff;王国、公国、边境区……北方的领域广袤而辽阔。但他们无暇同室操戈，因为尼弗迦德帝国的强兵铁马早让他们应接不暇。
103_name;北方领域
104_fluff;为非人种族战斗的反抗者。他们不达目的决不罢休，大陆上的森林就是他们的战场……和坟茔。
104_name;松鼠党
105_fluff;凶悍的战士不畏惧严寒，也不畏惧死神。但他们并非无懈可击……蜜酒、欢歌、温柔乡都是他们的弱点。
105_name;史凯利格
106_fluff;Ignore.
106_name;Ignore.
11_name_b;Ignore.
11_name_sa;Ignore.
112101_fluff;“去往何处，何时动身，我自己说了算。”
112101_name;希里
112101_tooltip;<keyword=deploy>部署：</keyword>对 {MaxTargets} 个敌军单位造成 {Damage} 点伤害。\n己方每输掉 1 小局，便返回手牌。
112102_fluff;猎魔人晃晃手指就能点灯，或把敌人烧成灰。
112102_name;杰洛特：伊格尼法印
112102_tooltip;<keyword=deploy>部署：</keyword>当对方单排战力不低于 {Power2} 点时，摧毁其上战力最高的所有单位。\n<keyword=initiative>先机：</keyword>改为当对方单排战力不低于 {Power} 点时，摧毁其上战力最高的所有单位。
112103_fluff;“如果要付出这种代价方能拯救世界，那就让世界毁灭算了。”
112103_name;利维亚的杰洛特
112103_tooltip;<keyword=deploy>部署：</keyword>摧毁 1 个战力不低于 {power} 点的敌军单位。
112104_fluff;“别人认为我是头怪物。一头可怕的怪物。”
112104_name;雷吉斯
112104_tooltip;<keyword=deploy>部署：</keyword>对对方单排上的所有单位造成 {Damage} 点伤害。\n<keyword=initiative>先机：</keyword>若有单位被摧毁，则重复此能力。
112105_fluff;他能随心所欲地隐身，用目光让猎物沉睡，饱餐后更能化为蝙蝠，高飞遁走。真是太厉害了。
112105_name;雷吉斯：高等吸血鬼
112105_tooltip;<keyword=order>指令</keyword>（<keyword=melee>近战</keyword>）：<keyword=drain>汲食</keyword> 1 个敌军单位身上的所有增益。
112106_fluff;“我能照顾自己，相信我。”
112106_name;特莉丝·梅莉葛德
112106_tooltip;<keyword=deploy>部署</keyword>（<keyword=ranged>远程</keyword>）：<keyword=reveal>揭示</keyword>己方牌组 1 张随机单位牌，并用其战力对 1 名敌军单位造成伤害。
112107_fluff;他还自称“三寒鸦”博尔奇……他不太会取名字。
112107_name;维伦特瑞坦梅斯
112107_tooltip;{Counter} 个己方回合后，在回合结束时，摧毁战场上除自身外战力最高的单位。
112108_fluff;“魔法是混沌，是艺术，也是科学。它是诅咒，是祝福，也是进步。”
112108_name;温格堡的叶奈法
112108_tooltip;<keyword=deploy>部署</keyword>（<keyword=melee>近战</keyword>）：对所有其他单位造成 {Damage} 点伤害。\n<keyword=deploy>部署</keyword>（<keyword=ranged>远程</keyword>）：使所有其他单位获得 {Boost} 点增益。
112109_fluff;“请原谅，这只外国鸟儿聪明归聪明，就是太粗俗，可花了我十个塔勒呢。”
112109_name;卓尔坦：街头狂徒
